brand_name,product_name,list_price,Order Quantity,order_date,required_date,shipped_date,Sales Consultant First Name,store_name,state,Total Price
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-10-10,2016-10-10,2016-10-10,Genna,Santa Cruz Bikes,CA,269.99
Trek,Trek Conduit+ - 2016,2999.99,1,2016-10-10,2016-10-10,2016-10-10,Genna,Santa Cruz Bikes,CA,2999.99
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-10-10,2016-10-10,2016-10-10,Marcelene,Baldwin Bikes,NY,299.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-10,2016-10-10,2016-10-10,Marcelene,Baldwin Bikes,NY,269.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-10-10,2016-10-10,2016-10-10,Marcelene,Baldwin Bikes,NY,539.98
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-10-10,2016-10-10,2016-10-10,Marcelene,Baldwin Bikes,NY,999.98
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-10-10,2016-10-10,2016-10-10,Marcelene,Baldwin Bikes,NY,549.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-10,2016-10-10,2016-10-10,Marcelene,Baldwin Bikes,NY,269.99
Surly,Surly Straggler - 2016,1549.0,1,2016-10-10,2016-10-10,2016-10-10,Marcelene,Baldwin Bikes,NY,1549.0
Surly,Surly Straggler 650b - 2016,1680.99,1,2016-10-11,2016-10-11,2016-10-11,Mireya,Santa Cruz Bikes,CA,1680.99
Electra,Electra Moto 1 - 2016,529.99,1,2016-10-11,2016-10-11,2016-10-11,Mireya,Santa Cruz Bikes,CA,529.99
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-10-11,2016-10-11,2016-10-11,Mireya,Santa Cruz Bikes,CA,539.98
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,2016-10-11,2016-10-11,2016-10-11,Mireya,Santa Cruz Bikes,CA,1199.98
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-10-11,2016-10-11,2016-10-11,Marcelene,Baldwin Bikes,NY,1099.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-10-11,2016-10-11,2016-10-11,Marcelene,Baldwin Bikes,NY,269.99
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.0,2,2016-10-11,2016-10-11,2016-10-11,Venita,Baldwin Bikes,NY,898.0
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-10-11,2016-10-11,2016-10-11,Venita,Baldwin Bikes,NY,1799.99
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-10-11,2016-10-11,2016-10-11,Venita,Baldwin Bikes,NY,269.99
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,2016-10-11,2016-10-11,2016-10-11,Venita,Baldwin Bikes,NY,599.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-12,2016-10-12,2016-10-12,Layla,Rowlett Bikes,TX,269.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-10-13,2016-10-13,2016-10-13,Marcelene,Baldwin Bikes,NY,539.98
Surly,Surly Straggler - 2016,1549.0,1,2016-10-13,2016-10-13,2016-10-13,Marcelene,Baldwin Bikes,NY,1549.0
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-10-14,2016-10-14,2016-10-14,Mireya,Santa Cruz Bikes,CA,1099.98
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-10-14,2016-10-14,2016-10-14,Mireya,Santa Cruz Bikes,CA,1499.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-10-14,2016-10-14,2016-10-14,Marcelene,Baldwin Bikes,NY,599.99
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2016-10-14,2016-10-14,2016-10-14,Marcelene,Baldwin Bikes,NY,499.99
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-10-14,2016-10-14,2016-10-14,Marcelene,Baldwin Bikes,NY,3999.99
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-10-15,2016-10-15,2016-10-15,Genna,Santa Cruz Bikes,CA,3361.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-10-15,2016-10-15,2016-10-15,Genna,Santa Cruz Bikes,CA,539.98
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,2016-10-15,2016-10-15,2016-10-15,Genna,Santa Cruz Bikes,CA,1199.98
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-10-15,2016-10-15,2016-10-15,Marcelene,Baldwin Bikes,NY,1799.99
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-10-15,2016-10-15,2016-10-15,Marcelene,Baldwin Bikes,NY,1499.98
Surly,Surly Straggler - 2016,1549.0,2,2016-10-15,2016-10-15,2016-10-15,Marcelene,Baldwin Bikes,NY,3098.0
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2016-10-15,2016-10-15,2016-10-15,Marcelene,Baldwin Bikes,NY,499.99
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,2016-10-16,2016-10-16,2016-10-16,Venita,Baldwin Bikes,NY,599.98
Trek,Trek Fuel EX 8 29 - 2016,2899.99,2,2016-10-16,2016-10-16,2016-10-16,Venita,Baldwin Bikes,NY,5799.98
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,1,2016-10-17,2016-10-17,2016-10-17,Venita,Baldwin Bikes,NY,429.0
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-10-18,2016-10-18,2016-10-18,Venita,Baldwin Bikes,NY,539.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-18,2016-10-18,2016-10-18,Venita,Baldwin Bikes,NY,269.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-19,2016-10-19,2016-10-19,Venita,Baldwin Bikes,NY,269.99
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-10-19,2016-10-19,2016-10-19,Marcelene,Baldwin Bikes,NY,3999.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-19,2016-10-19,2016-10-19,Marcelene,Baldwin Bikes,NY,269.99
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-10-19,2016-10-19,2016-10-19,Marcelene,Baldwin Bikes,NY,299.99
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,2,2016-10-19,2016-10-19,2016-10-19,Venita,Baldwin Bikes,NY,898.0
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,2,2016-10-19,2016-10-19,2016-10-19,Venita,Baldwin Bikes,NY,858.0
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-10-19,2016-10-19,2016-10-19,Marcelene,Baldwin Bikes,NY,1799.99
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2016-10-19,2016-10-19,2016-10-19,Marcelene,Baldwin Bikes,NY,1320.99
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-10-19,2016-10-19,2016-10-19,Marcelene,Baldwin Bikes,NY,999.98
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-10-19,2016-10-19,2016-10-19,Marcelene,Baldwin Bikes,NY,939.98
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-10-21,2016-10-21,2016-10-21,Marcelene,Baldwin Bikes,NY,3999.99
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-10-21,2016-10-21,2016-10-21,Marcelene,Baldwin Bikes,NY,2641.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-10-21,2016-10-21,2016-10-21,Marcelene,Baldwin Bikes,NY,539.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-10-22,2016-10-22,2016-10-22,Mireya,Santa Cruz Bikes,CA,1199.98
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-10-22,2016-10-22,2016-10-22,Mireya,Santa Cruz Bikes,CA,2641.98
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-10-22,2016-10-22,2016-10-22,Mireya,Santa Cruz Bikes,CA,999.98
Electra,Electra Moto 1 - 2016,529.99,2,2016-10-22,2016-10-22,2016-10-22,Mireya,Santa Cruz Bikes,CA,1059.98
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-10-22,2016-10-22,2016-10-22,Mireya,Santa Cruz Bikes,CA,3361.98
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-10-22,2016-10-22,2016-10-22,Venita,Baldwin Bikes,NY,469.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-10-22,2016-10-22,2016-10-22,Venita,Baldwin Bikes,NY,599.99
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,2016-10-22,2016-10-22,2016-10-22,Venita,Baldwin Bikes,NY,599.98
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,2,2016-10-22,2016-10-22,2016-10-22,Venita,Baldwin Bikes,NY,898.0
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-10-22,2016-10-22,2016-10-22,Venita,Baldwin Bikes,NY,3999.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-10-23,2016-10-23,2016-10-23,Venita,Baldwin Bikes,NY,599.99
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-10-23,2016-10-23,2016-10-23,Venita,Baldwin Bikes,NY,549.99
Surly,Surly Straggler - 2016,1549.0,1,2016-10-23,2016-10-23,2016-10-23,Venita,Baldwin Bikes,NY,1549.0
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2016-10-23,2016-10-23,2016-10-23,Marcelene,Baldwin Bikes,NY,1320.99
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-10-23,2016-10-23,2016-10-23,Marcelene,Baldwin Bikes,NY,269.99
Trek,Trek Fuel EX 8 29 - 2016,2899.99,2,2016-10-23,2016-10-23,2016-10-23,Venita,Baldwin Bikes,NY,5799.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-10-23,2016-10-23,2016-10-23,Venita,Baldwin Bikes,NY,539.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-23,2016-10-23,2016-10-23,Venita,Baldwin Bikes,NY,269.99
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-10-24,2016-10-24,2016-10-24,Marcelene,Baldwin Bikes,NY,549.99
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-10-24,2016-10-24,2016-10-24,Marcelene,Baldwin Bikes,NY,599.99
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-10-24,2016-10-24,2016-10-24,Marcelene,Baldwin Bikes,NY,2641.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-10-24,2016-10-24,2016-10-24,Marcelene,Baldwin Bikes,NY,1199.98
Surly,Surly Straggler 650b - 2016,1680.99,1,2016-10-25,2016-10-25,2016-10-25,Mireya,Santa Cruz Bikes,CA,1680.99
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2016-10-25,2016-10-25,2016-10-25,Mireya,Santa Cruz Bikes,CA,749.99
Trek,Trek Conduit+ - 2016,2999.99,1,2016-10-25,2016-10-25,2016-10-25,Mireya,Santa Cruz Bikes,CA,2999.99
Surly,Surly Wednesday Frameset - 2016,999.99,2,2016-10-25,2016-10-25,2016-10-25,Mireya,Santa Cruz Bikes,CA,1999.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-10-25,2016-10-25,2016-10-25,Mireya,Santa Cruz Bikes,CA,599.99
Trek,Trek Conduit+ - 2016,2999.99,2,2016-10-26,2016-10-26,2016-10-26,Genna,Santa Cruz Bikes,CA,5999.98
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-10-26,2016-10-26,2016-10-26,Genna,Santa Cruz Bikes,CA,939.98
Surly,Surly Straggler - 2016,1549.0,1,2016-10-26,2016-10-26,2016-10-26,Genna,Santa Cruz Bikes,CA,1549.0
Surly,Surly Wednesday Frameset - 2016,999.99,2,2016-10-26,2016-10-26,2016-10-26,Marcelene,Baldwin Bikes,NY,1999.98
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-10-26,2016-10-26,2016-10-26,Marcelene,Baldwin Bikes,NY,1799.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-10-26,2016-10-26,2016-10-26,Marcelene,Baldwin Bikes,NY,269.99
Electra,Electra Moto 1 - 2016,529.99,1,2016-10-26,2016-10-26,2016-10-26,Marcelene,Baldwin Bikes,NY,529.99
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,2,2016-10-27,2016-10-27,2016-10-27,Mireya,Santa Cruz Bikes,CA,898.0
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-10-27,2016-10-27,2016-10-27,Mireya,Santa Cruz Bikes,CA,2899.99
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.0,1,2016-10-27,2016-10-27,2016-10-27,Mireya,Santa Cruz Bikes,CA,449.0
Trek,Trek Conduit+ - 2016,2999.99,2,2016-10-27,2016-10-27,2016-10-27,Mireya,Santa Cruz Bikes,CA,5999.98
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-10-28,2016-10-28,2016-10-28,Venita,Baldwin Bikes,NY,539.98
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-10-28,2016-10-28,2016-10-28,Venita,Baldwin Bikes,NY,1099.98
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-10-28,2016-10-28,2016-10-28,Marcelene,Baldwin Bikes,NY,1499.98
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-10-28,2016-10-28,2016-10-28,Marcelene,Baldwin Bikes,NY,2899.99
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-10-28,2016-10-28,2016-10-28,Marcelene,Baldwin Bikes,NY,939.98
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-10-28,2016-10-28,2016-10-28,Kali,Rowlett Bikes,TX,469.99
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-10-28,2016-10-28,2016-10-28,Kali,Rowlett Bikes,TX,1099.98
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2016-10-28,2016-10-28,2016-10-28,Kali,Rowlett Bikes,TX,499.99
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,2,2016-10-29,2016-10-29,2016-10-29,Venita,Baldwin Bikes,NY,858.0
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-10-29,2016-10-29,2016-10-29,Venita,Baldwin Bikes,NY,1199.98
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-10-29,2016-10-29,2016-10-29,Venita,Baldwin Bikes,NY,549.99
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-10-29,2016-10-29,2016-10-29,Marcelene,Baldwin Bikes,NY,2899.99
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-10-29,2016-10-29,2016-10-29,Marcelene,Baldwin Bikes,NY,1099.98
Surly,Surly Straggler - 2016,1549.0,1,2016-10-29,2016-10-29,2016-10-29,Marcelene,Baldwin Bikes,NY,1549.0
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2016-10-29,2016-10-29,2016-10-29,Marcelene,Baldwin Bikes,NY,499.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-10-29,2016-10-29,2016-10-29,Venita,Baldwin Bikes,NY,539.98
Trek,Trek Conduit+ - 2016,2999.99,2,2016-10-29,2016-10-29,2016-10-29,Venita,Baldwin Bikes,NY,5999.98
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2016-10-29,2016-10-29,2016-10-29,Venita,Baldwin Bikes,NY,749.99
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-10-29,2016-10-29,2016-10-29,Venita,Baldwin Bikes,NY,1099.98
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-10-29,2016-10-29,2016-10-29,Layla,Rowlett Bikes,TX,549.99
Electra,Electra Moto 1 - 2016,529.99,1,2016-10-29,2016-10-29,2016-10-29,Layla,Rowlett Bikes,TX,529.99
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-10-29,2016-10-29,2016-10-29,Layla,Rowlett Bikes,TX,539.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-10-31,2016-10-31,2016-10-31,Genna,Santa Cruz Bikes,CA,269.99
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2016-10-31,2016-10-31,2016-10-31,Genna,Santa Cruz Bikes,CA,749.99
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-10-31,2016-10-31,2016-10-31,Genna,Santa Cruz Bikes,CA,1099.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-10-31,2016-10-31,2016-10-31,Genna,Santa Cruz Bikes,CA,269.99
Surly,Surly Straggler - 2016,1549.0,1,2016-10-31,2016-10-31,2016-10-31,Mireya,Santa Cruz Bikes,CA,1549.0
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-10-31,2016-10-31,2016-10-31,Mireya,Santa Cruz Bikes,CA,599.99
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,2,2016-10-31,2016-10-31,2016-10-31,Mireya,Santa Cruz Bikes,CA,858.0
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-10-31,2016-10-31,2016-10-31,Mireya,Santa Cruz Bikes,CA,999.98
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-11-02,2016-11-02,2016-11-02,Marcelene,Baldwin Bikes,NY,1499.98
Trek,Trek Conduit+ - 2016,2999.99,2,2016-11-02,2016-11-02,2016-11-02,Venita,Baldwin Bikes,NY,5999.98
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-11-02,2016-11-02,2016-11-02,Venita,Baldwin Bikes,NY,299.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-11-02,2016-11-02,2016-11-02,Venita,Baldwin Bikes,NY,539.98
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.0,1,2016-11-03,2016-11-03,2016-11-03,Genna,Santa Cruz Bikes,CA,449.0
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-11-03,2016-11-03,2016-11-03,Genna,Santa Cruz Bikes,CA,1199.98
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,2016-11-03,2016-11-03,2016-11-03,Genna,Santa Cruz Bikes,CA,599.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-11-04,2016-11-04,2016-11-04,Genna,Santa Cruz Bikes,CA,539.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-11-04,2016-11-04,2016-11-04,Venita,Baldwin Bikes,NY,1199.98
Trek,Trek Conduit+ - 2016,2999.99,1,2016-11-04,2016-11-04,2016-11-04,Venita,Baldwin Bikes,NY,2999.99
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-11-04,2016-11-04,2016-11-04,Venita,Baldwin Bikes,NY,599.99
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.0,2,2016-11-04,2016-11-04,2016-11-04,Venita,Baldwin Bikes,NY,898.0
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2016-11-06,2016-11-06,2016-11-06,Marcelene,Baldwin Bikes,NY,499.99
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,1,2016-11-06,2016-11-06,2016-11-06,Marcelene,Baldwin Bikes,NY,449.0
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-11-06,2016-11-06,2016-11-06,Marcelene,Baldwin Bikes,NY,1199.98
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-11-06,2016-11-06,2016-11-06,Venita,Baldwin Bikes,NY,549.99
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,1,2016-11-06,2016-11-06,2016-11-06,Venita,Baldwin Bikes,NY,429.0
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-11-06,2016-11-06,2016-11-06,Venita,Baldwin Bikes,NY,269.99
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-11-08,2016-11-08,2016-11-08,Layla,Rowlett Bikes,TX,999.98
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-11-08,2016-11-08,2016-11-08,Layla,Rowlett Bikes,TX,469.99
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-11-08,2016-11-08,2016-11-08,Layla,Rowlett Bikes,TX,549.99
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,2016-11-08,2016-11-08,2016-11-08,Layla,Rowlett Bikes,TX,1199.98
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.0,2,2016-11-09,2016-11-09,2016-11-09,Venita,Baldwin Bikes,NY,858.0
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-11-09,2016-11-09,2016-11-09,Venita,Baldwin Bikes,NY,1799.99
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,2,2016-11-09,2016-11-09,2016-11-09,Venita,Baldwin Bikes,NY,898.0
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-11-09,2016-11-09,2016-11-09,Kali,Rowlett Bikes,TX,3361.98
Trek,Trek Conduit+ - 2016,2999.99,1,2016-11-09,2016-11-09,2016-11-09,Kali,Rowlett Bikes,TX,2999.99
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2016-11-09,2016-11-09,2016-11-09,Kali,Rowlett Bikes,TX,1320.99
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-11-11,2016-11-11,2016-11-11,Venita,Baldwin Bikes,NY,1799.99
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-11-11,2016-11-11,2016-11-11,Venita,Baldwin Bikes,NY,3361.98
Electra,Electra Moto 1 - 2016,529.99,1,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,529.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,599.99
Surly,Surly Wednesday Frameset - 2016,999.99,1,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,999.99
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,3999.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,539.98
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-11-12,2016-11-12,2016-11-12,Venita,Baldwin Bikes,NY,2899.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-11-12,2016-11-12,2016-11-12,Marcelene,Baldwin Bikes,NY,599.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-11-12,2016-11-12,2016-11-12,Marcelene,Baldwin Bikes,NY,599.99
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-11-12,2016-11-12,2016-11-12,Marcelene,Baldwin Bikes,NY,3361.98
Electra,Electra Moto 1 - 2016,529.99,2,2016-11-12,2016-11-12,2016-11-12,Marcelene,Baldwin Bikes,NY,1059.98
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-11-12,2016-11-12,2016-11-12,Venita,Baldwin Bikes,NY,299.99
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2016-11-12,2016-11-12,2016-11-12,Venita,Baldwin Bikes,NY,749.99
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-11-12,2016-11-12,2016-11-12,Venita,Baldwin Bikes,NY,549.99
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,1,2016-11-12,2016-11-12,2016-11-12,Venita,Baldwin Bikes,NY,449.0
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.0,2,2016-11-12,2016-11-12,2016-11-12,Venita,Baldwin Bikes,NY,898.0
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,549.99
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,2,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,898.0
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-11-12,2016-11-12,2016-11-12,Layla,Rowlett Bikes,TX,549.99
Surly,Surly Wednesday Frameset - 2016,999.99,2,2016-11-13,2016-11-13,2016-11-13,Genna,Santa Cruz Bikes,CA,1999.98
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-11-13,2016-11-13,2016-11-13,Genna,Santa Cruz Bikes,CA,269.99
Trek,Trek Fuel EX 8 29 - 2016,2899.99,2,2016-11-13,2016-11-13,2016-11-13,Genna,Santa Cruz Bikes,CA,5799.98
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-11-13,2016-11-13,2016-11-13,Venita,Baldwin Bikes,NY,1799.99
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-11-13,2016-11-13,2016-11-13,Venita,Baldwin Bikes,NY,3999.99
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,2016-11-13,2016-11-13,2016-11-13,Venita,Baldwin Bikes,NY,1199.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-11-13,2016-11-13,2016-11-13,Layla,Rowlett Bikes,TX,599.99
Trek,Trek Fuel EX 8 29 - 2016,2899.99,2,2016-11-13,2016-11-13,2016-11-13,Layla,Rowlett Bikes,TX,5799.98
Trek,Trek Conduit+ - 2016,2999.99,2,2016-11-14,2016-11-14,2016-11-14,Marcelene,Baldwin Bikes,NY,5999.98
Surly,Surly Straggler - 2016,1549.0,1,2016-11-14,2016-11-14,2016-11-14,Marcelene,Baldwin Bikes,NY,1549.0
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-11-15,2016-11-15,2016-11-15,Venita,Baldwin Bikes,NY,3999.99
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-11-15,2016-11-15,2016-11-15,Venita,Baldwin Bikes,NY,599.99
Trek,Trek Conduit+ - 2016,2999.99,1,2016-11-15,2016-11-15,2016-11-15,Venita,Baldwin Bikes,NY,2999.99
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-11-15,2016-11-15,2016-11-15,Venita,Baldwin Bikes,NY,539.98
Surly,Surly Straggler - 2016,1549.0,2,2016-11-15,2016-11-15,2016-11-15,Venita,Baldwin Bikes,NY,3098.0
Electra,Electra Moto 1 - 2016,529.99,2,2016-11-16,2016-11-16,2016-11-16,Mireya,Santa Cruz Bikes,CA,1059.98
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-11-16,2016-11-16,2016-11-16,Mireya,Santa Cruz Bikes,CA,469.99
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2016-11-16,2016-11-16,2016-11-16,Mireya,Santa Cruz Bikes,CA,7999.98
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-11-18,2016-11-18,2016-11-18,Marcelene,Baldwin Bikes,NY,599.99
