brand_name,product_name,list_price,quantity,order_date,required_date,shipped_date,first_name,store_name,state
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-06-22,2016-06-25,2016-06-25,Layla,Rowlett Bikes,TX
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2016-06-22,2016-06-25,2016-06-25,Layla,Rowlett Bikes,TX
Surly,Surly Wednesday Frameset - 2016,999.99,2,2016-06-22,2016-06-25,2016-06-25,Layla,Rowlett Bikes,TX
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-06-22,2016-06-25,2016-06-25,Layla,Rowlett Bikes,TX
Trek,Trek Conduit+ - 2016,2999.99,1,2016-06-23,2016-06-26,2016-06-26,Mireya,Santa Cruz Bikes,CA
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-06-23,2016-06-26,2016-06-26,Mireya,Santa Cruz Bikes,CA
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-06-23,2016-06-25,2016-06-25,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-06-23,2016-06-25,2016-06-25,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-06-25,2016-06-26,2016-06-27,Mireya,Santa Cruz Bikes,CA
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-06-25,2016-06-26,2016-06-27,Mireya,Santa Cruz Bikes,CA
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2016-06-25,2016-06-26,2016-06-27,Mireya,Santa Cruz Bikes,CA
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-06-25,2016-06-26,2016-06-26,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-06-25,2016-06-26,2016-06-26,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-06-25,2016-06-26,2016-06-26,Marcelene,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-06-25,2016-06-26,2016-06-26,Marcelene,Baldwin Bikes,NY
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2016-06-25,2016-06-26,2016-06-27,Marcelene,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-06-25,2016-06-26,2016-06-27,Marcelene,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2016-06-25,2016-06-26,2016-06-27,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-06-25,2016-06-26,2016-06-27,Marcelene,Baldwin Bikes,NY
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-06-25,2016-06-28,2016-06-28,Marcelene,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-06-25,2016-06-28,2016-06-28,Marcelene,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2016-06-25,2016-06-28,2016-06-28,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-06-27,2016-06-28,2016-06-30,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-06-27,2016-06-28,2016-06-30,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.00,1,2016-06-27,2016-06-28,2016-06-30,Marcelene,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-06-28,2016-06-29,2016-06-30,Marcelene,Baldwin Bikes,NY
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-06-28,2016-06-29,2016-06-30,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-06-28,2016-06-29,2016-06-30,Marcelene,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-06-29,2016-06-30,2016-07-01,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-06-29,2016-06-30,2016-07-01,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-06-29,2016-06-30,2016-07-02,Layla,Rowlett Bikes,TX
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-06-29,2016-06-30,2016-07-02,Layla,Rowlett Bikes,TX
Surly,Surly Straggler - 2016,1549.00,2,2016-06-29,2016-06-30,2016-07-02,Layla,Rowlett Bikes,TX
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.00,2,2016-06-30,2016-07-03,2016-07-02,Venita,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-06-30,2016-07-03,2016-07-02,Venita,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,1,2016-07-01,2016-07-02,2016-07-02,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-07-01,2016-07-02,2016-07-02,Venita,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2016-07-01,2016-07-02,2016-07-02,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-07-01,2016-07-02,2016-07-02,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-07-01,2016-07-04,2016-07-04,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-07-04,2016-07-07,2016-07-06,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-07-04,2016-07-07,2016-07-06,Marcelene,Baldwin Bikes,NY
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-07-04,2016-07-07,2016-07-06,Marcelene,Baldwin Bikes,NY
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-04,2016-07-07,2016-07-06,Marcelene,Baldwin Bikes,NY
Trek,Trek Fuel EX 8 29 - 2016,2899.99,2,2016-07-04,2016-07-05,2016-07-06,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-07-04,2016-07-07,2016-07-07,Layla,Rowlett Bikes,TX
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-07-04,2016-07-07,2016-07-07,Layla,Rowlett Bikes,TX
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-07-04,2016-07-07,2016-07-07,Layla,Rowlett Bikes,TX
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-04,2016-07-07,2016-07-07,Layla,Rowlett Bikes,TX
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-07-04,2016-07-07,2016-07-07,Layla,Rowlett Bikes,TX
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-07-05,2016-07-06,2016-07-07,Marcelene,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,2,2016-07-05,2016-07-06,2016-07-07,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-07-05,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,NY
Trek,Trek Conduit+ - 2016,2999.99,2,2016-07-05,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-07-05,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,NY
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-07-05,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-07-06,2016-07-09,2016-07-08,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-07-06,2016-07-09,2016-07-08,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-07-06,2016-07-07,2016-07-09,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-07-06,2016-07-07,2016-07-09,Marcelene,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-07-06,2016-07-07,2016-07-09,Marcelene,Baldwin Bikes,NY
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,2,2016-07-07,2016-07-08,2016-07-09,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-07-07,2016-07-08,2016-07-09,Venita,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-07-07,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2016-07-07,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-07-07,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-07-07,2016-07-08,2016-07-08,Venita,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-07-07,2016-07-08,2016-07-08,Venita,Baldwin Bikes,NY
Surly,Surly Wednesday Frameset - 2016,999.99,2,2016-07-07,2016-07-08,2016-07-08,Venita,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-07-09,2016-07-10,2016-07-12,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-07-09,2016-07-10,2016-07-12,Venita,Baldwin Bikes,NY
Electra,Electra Moto 1 - 2016,529.99,2,2016-07-09,2016-07-11,2016-07-11,Marcelene,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-07-11,2016-07-12,2016-07-14,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-07-11,2016-07-12,2016-07-14,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-07-11,2016-07-12,2016-07-14,Marcelene,Baldwin Bikes,NY
Surly,Surly Wednesday Frameset - 2016,999.99,1,2016-07-11,2016-07-13,2016-07-13,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-07-11,2016-07-13,2016-07-13,Marcelene,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2016-07-12,2016-07-13,2016-07-13,Mireya,Santa Cruz Bikes,CA
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-07-12,2016-07-13,2016-07-13,Mireya,Santa Cruz Bikes,CA
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-07-12,2016-07-13,2016-07-13,Mireya,Santa Cruz Bikes,CA
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,1,2016-07-12,2016-07-13,2016-07-13,Mireya,Santa Cruz Bikes,CA
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.00,2,2016-07-12,2016-07-14,2016-07-13,Marcelene,Baldwin Bikes,NY
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-07-12,2016-07-14,2016-07-13,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-07-13,2016-07-15,2016-07-16,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-07-13,2016-07-15,2016-07-16,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-07-13,2016-07-15,2016-07-16,Marcelene,Baldwin Bikes,NY
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-07-14,2016-07-15,2016-07-15,Layla,Rowlett Bikes,TX
Surly,Surly Straggler - 2016,1549.00,2,2016-07-14,2016-07-15,2016-07-15,Layla,Rowlett Bikes,TX
Heller,Heller Shagamaw Frame - 2016,1320.99,1,2016-07-15,2016-07-17,2016-07-17,Venita,Baldwin Bikes,NY
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-15,2016-07-17,2016-07-17,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-07-15,2016-07-17,2016-07-17,Venita,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,2,2016-07-15,2016-07-17,2016-07-17,Venita,Baldwin Bikes,NY
Surly,Surly Straggler 650b - 2016,1680.99,1,2016-07-16,2016-07-19,2016-07-17,Marcelene,Baldwin Bikes,NY
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-16,2016-07-19,2016-07-17,Marcelene,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.00,1,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.00,1,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Electra,Electra Moto 1 - 2016,529.99,1,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-07-17,2016-07-20,2016-07-19,Venita,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-07-17,2016-07-19,2016-07-20,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D - 2015/2016,499.99,2,2016-07-17,2016-07-19,2016-07-20,Venita,Baldwin Bikes,NY
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-17,2016-07-19,2016-07-20,Venita,Baldwin Bikes,NY
Surly,Surly Straggler 650b - 2016,1680.99,1,2016-07-18,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-07-18,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Moto 1 - 2016,529.99,2,2016-07-18,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-07-18,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,1,2016-07-19,2016-07-20,2016-07-21,Mireya,Santa Cruz Bikes,CA
Trek,Trek Fuel EX 8 29 - 2016,2899.99,2,2016-07-19,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-07-19,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-07-19,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,2016-07-19,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-07-19,2016-07-22,2016-07-20,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-07-19,2016-07-22,2016-07-20,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-07-19,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-07-19,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-07-20,2016-07-22,2016-07-23,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.00,1,2016-07-20,2016-07-22,2016-07-23,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-07-20,2016-07-22,2016-07-23,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles William 3-Speed - 2016,449.00,1,2016-07-20,2016-07-22,2016-07-23,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-07-20,2016-07-22,2016-07-23,Marcelene,Baldwin Bikes,NY
Trek,Trek Slash 8 27.5 - 2016,3999.99,1,2016-07-20,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-07-20,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-07-20,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-07-20,2016-07-21,2016-07-22,Layla,Rowlett Bikes,TX
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-07-20,2016-07-21,2016-07-22,Layla,Rowlett Bikes,TX
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-07-21,2016-07-24,2016-07-22,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-07-21,2016-07-24,2016-07-22,Marcelene,Baldwin Bikes,NY
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-07-21,2016-07-24,2016-07-22,Marcelene,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-07-23,2016-07-26,2016-07-25,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-07-24,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,2,2016-07-24,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-07-24,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.00,1,2016-07-24,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-07-24,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-07-24,2016-07-27,2016-07-27,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Vine 8-Speed - 2016,429.00,2,2016-07-24,2016-07-26,2016-07-25,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-07-24,2016-07-26,2016-07-26,Venita,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-07-25,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Trek,Trek Remedy 29 Carbon Frameset - 2016,1799.99,2,2016-07-25,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Surly,Surly Wednesday Frameset - 2016,999.99,1,2016-07-25,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-07-25,2016-07-28,2016-07-27,Venita,Baldwin Bikes,NY
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-25,2016-07-28,2016-07-27,Venita,Baldwin Bikes,NY
Surly,Surly Wednesday Frameset - 2016,999.99,2,2016-07-25,2016-07-28,2016-07-27,Venita,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,1,2016-07-25,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-07-25,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-07-25,2016-07-27,2016-07-26,Marcelene,Baldwin Bikes,NY
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-07-26,2016-07-29,2016-07-27,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-07-26,2016-07-29,2016-07-27,Venita,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,1,2016-07-26,2016-07-27,2016-07-28,Venita,Baldwin Bikes,NY
Trek,Trek Fuel EX 8 29 - 2016,2899.99,1,2016-07-26,2016-07-27,2016-07-28,Venita,Baldwin Bikes,NY
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-07-28,2016-07-29,2016-07-30,Genna,Santa Cruz Bikes,CA
Surly,Surly Straggler - 2016,1549.00,1,2016-07-28,2016-07-29,2016-07-30,Genna,Santa Cruz Bikes,CA
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-07-28,2016-07-29,2016-07-30,Genna,Santa Cruz Bikes,CA
Surly,Surly Straggler 650b - 2016,1680.99,2,2016-07-28,2016-07-29,2016-07-30,Genna,Santa Cruz Bikes,CA
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-28,2016-07-29,2016-07-30,Genna,Santa Cruz Bikes,CA
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-07-28,2016-07-31,2016-07-29,Venita,Baldwin Bikes,NY
Electra,Electra Moto 1 - 2016,529.99,2,2016-07-28,2016-07-31,2016-07-29,Venita,Baldwin Bikes,NY
Surly,Surly Straggler 650b - 2016,1680.99,1,2016-07-29,2016-07-30,2016-07-31,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,1,2016-07-29,2016-07-30,2016-07-31,Venita,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,2016-07-29,2016-07-30,2016-07-31,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-07-29,2016-07-30,2016-07-31,Venita,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,2,2016-07-29,2016-07-30,2016-07-31,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,2016-07-31,2016-08-03,2016-08-01,Genna,Santa Cruz Bikes,CA
Electra,Electra Townie Original 7D EQ - 2016,599.99,1,2016-07-31,2016-08-01,2016-08-03,Venita,Baldwin Bikes,NY
Trek,Trek Conduit+ - 2016,2999.99,1,2016-07-31,2016-08-01,2016-08-03,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - 2016,599.99,2,2016-07-31,2016-08-01,2016-08-03,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,2016-07-31,2016-08-02,2016-08-01,Venita,Baldwin Bikes,NY
Electra,Electra Townie Original 7D - 2015/2016,499.99,1,2016-07-31,2016-08-02,2016-08-01,Venita,Baldwin Bikes,NY
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-07-31,2016-08-02,2016-08-01,Venita,Baldwin Bikes,NY
Surly,Surly Straggler - 2016,1549.00,1,2016-07-31,2016-08-02,2016-08-01,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-08-01,2016-08-03,2016-08-02,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-08-01,2016-08-03,2016-08-02,Marcelene,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-08-01,2016-08-03,2016-08-02,Marcelene,Baldwin Bikes,NY
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-08-01,2016-08-04,2016-08-03,Marcelene,Baldwin Bikes,NY
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-08-01,2016-08-04,2016-08-03,Marcelene,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-08-01,2016-08-03,2016-08-02,Layla,Rowlett Bikes,TX
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-08-01,2016-08-03,2016-08-02,Layla,Rowlett Bikes,TX
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-08-01,2016-08-03,2016-08-02,Layla,Rowlett Bikes,TX
Electra,Electra Moto 1 - 2016,529.99,1,2016-08-01,2016-08-03,2016-08-02,Layla,Rowlett Bikes,TX
Pure Cycles,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.00,2,2016-08-01,2016-08-03,2016-08-02,Layla,Rowlett Bikes,TX
Electra,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,1,2016-08-02,2016-08-03,2016-08-05,Marcelene,Baldwin Bikes,NY
Heller,Heller Shagamaw Frame - 2016,1320.99,2,2016-08-02,2016-08-05,2016-08-04,Layla,Rowlett Bikes,TX
Electra,Electra Moto 1 - 2016,529.99,2,2016-08-02,2016-08-05,2016-08-04,Layla,Rowlett Bikes,TX
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,2016-08-03,2016-08-03,NULL,Genna,Santa Cruz Bikes,CA
Surly,Surly Ice Cream Truck Frameset - 2016,469.99,2,2016-08-03,2016-08-03,NULL,Genna,Santa Cruz Bikes,CA
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-08-03,2016-08-03,NULL,Genna,Santa Cruz Bikes,CA
Surly,Surly Wednesday Frameset - 2016,999.99,1,2016-08-03,2016-08-03,NULL,Genna,Santa Cruz Bikes,CA
Trek,Trek Fuel EX 8 29 - 2016,2899.99,2,2016-08-03,2016-08-06,2016-08-04,Mireya,Santa Cruz Bikes,CA
Electra,Electra Townie Original 21D - 2016,549.99,2,2016-08-03,2016-08-06,2016-08-04,Mireya,Santa Cruz Bikes,CA
Electra,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,2016-08-03,2016-08-06,2016-08-04,Mireya,Santa Cruz Bikes,CA
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,2016-08-03,2016-08-06,2016-08-04,Mireya,Santa Cruz Bikes,CA
Surly,Surly Straggler 650b - 2016,1680.99,1,2016-08-03,2016-08-04,2016-08-06,Venita,Baldwin Bikes,NY
Electra,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,1,2016-08-03,2016-08-04,2016-08-06,Venita,Baldwin Bikes,NY
Ritchey,Ritchey Timberwolf Frameset - 2016,749.99,2,2016-08-03,2016-08-06,2016-08-06,Venita,Baldwin Bikes,NY
Electra,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,2016-08-03,2016-08-05,2016-08-06,Kali,Rowlett Bikes,TX
